num_jobs,ops_per_job,num_machines,instance_id,total_operations,instance_name,makespan,solve_time,status,solver
,,,,,,351,0.06194590000086464,success,GNN
,,,,,,352,0.059566999989328906,success,GNN
,,,,,,404,0.06561489999876358,success,GNN
,,,,,,498,0.06479120001313277,success,GNN
,,,,,,365,0.06403380000847392,success,GNN
,,,,,,377,0.0663574000063818,success,GNN
,,,,,,440,0.06396269999095239,success,GNN
,,,,,,349,0.06950949999736622,success,GNN
,,,,,,550,0.06770429998869076,success,GNN
,,,,,,517,0.058909600018523633,success,GNN
,,,,,,379,0.06196510000154376,success,GNN
,,,,,,373,0.05947940002079122,success,GNN
,,,,,,405,0.06397389998892322,success,GNN
,,,,,,438,0.0643119000014849,success,GNN
,,,,,,438,0.07299970000167377,success,GNN
,,,,,,299,0.06349120000959374,success,GNN
,,,,,,326,0.05884390001301654,success,GNN
,,,,,,402,0.06101790000684559,success,GNN
,,,,,,370,0.06094229998416267,success,GNN
,,,,,,461,0.05901699999230914,success,GNN
,,,,,,289,0.0636190999939572,success,GNN
,,,,,,451,0.06759929997497238,success,GNN
,,,,,,389,0.06322730000829324,success,GNN
,,,,,,414,0.06613979997928254,success,GNN
,,,,,,340,0.06483809999190271,success,GNN
,,,,,,328,0.0577499000064563,success,GNN
,,,,,,374,0.06376590000581928,success,GNN
,,,,,,442,0.0626582000113558,success,GNN
,,,,,,365,0.06689770001685247,success,GNN
,,,,,,363,0.06550200001220219,success,GNN
,,,,,,297,0.069196299999021,success,GNN
,,,,,,372,0.06970160000491887,success,GNN
,,,,,,363,0.06373200000962242,success,GNN
,,,,,,472,0.06154540000716224,success,GNN
,,,,,,266,0.06604529998730868,success,GNN
,,,,,,320,0.058694299979833886,success,GNN
,,,,,,284,0.05913109998800792,success,GNN
,,,,,,435,0.06465240000397898,success,GNN
,,,,,,376,0.06930120001197793,success,GNN
,,,,,,374,0.06683349999366328,success,GNN
,,,,,,374,0.0650655000063125,success,GNN
,,,,,,425,0.05739930001436733,success,GNN
,,,,,,420,0.0612498999980744,success,GNN
,,,,,,390,0.060324299993226305,success,GNN
,,,,,,443,0.06250489997910336,success,GNN
,,,,,,321,0.06274560000747442,success,GNN
,,,,,,383,0.06969899998512119,success,GNN
,,,,,,932,0.13768689997959882,success,GNN
,,,,,,727,0.12648159998934716,success,GNN
,,,,,,878,0.12223969999467954,success,GNN
,,,,,,949,0.14200479999999516,success,GNN
,,,,,,864,0.14174279998405837,success,GNN
,,,,,,1159,0.12741870002355427,success,GNN
,,,,,,978,0.12768629999482073,success,GNN
,,,,,,1057,0.14019410000764765,success,GNN
,,,,,,1110,0.13125589999253862,success,GNN
,,,,,,928,0.12684540002373978,success,GNN
,,,,,,1071,0.1271517999994103,success,GNN
,,,,,,1043,0.14251929998863488,success,GNN
,,,,,,969,0.1266272999928333,success,GNN
,,,,,,748,0.15835079998942092,success,GNN
,,,,,,1019,0.15999279997777194,success,GNN
,,,,,,936,0.18437470000935718,success,GNN
,,,,,,959,0.1467652999854181,success,GNN
,,,,,,887,0.1399727999814786,success,GNN
,,,,,,1106,0.13668300001882017,success,GNN
,,,,,,856,0.1357352000195533,success,GNN
,,,,,,1104,0.12631629998213612,success,GNN
,,,,,,1258,0.13216759997885674,success,GNN
,,,,,,927,0.13394770000013523,success,GNN
,,,,,,1142,0.13610189998871647,success,GNN
,,,,,,781,0.12395269999979064,success,GNN
,,,,,,970,0.13484140002401546,success,GNN
,,,,,,904,0.12544669999624602,success,GNN
,,,,,,873,0.12899289999040775,success,GNN
,,,,,,957,0.16644229998928495,success,GNN
,,,,,,1175,0.149414000014076,success,GNN
,,,,,,827,0.11885769999935292,success,GNN
,,,,,,772,0.13259449999895878,success,GNN
,,,,,,887,0.13510389998555183,success,GNN
,,,,,,696,0.13493590001598932,success,GNN
,,,,,,989,0.1268835999944713,success,GNN
,,,,,,748,0.12538940002559684,success,GNN
,,,,,,1231,0.135032099991804,success,GNN
,,,,,,702,0.12224470000364818,success,GNN
,,,,,,794,0.12567420001141727,success,GNN
,,,,,,747,0.1352294999815058,success,GNN
,,,,,,848,0.1325545999861788,success,GNN
,,,,,,893,0.1230881999945268,success,GNN
,,,,,,846,0.1300760000012815,success,GNN
,,,,,,769,0.12926529999822378,success,GNN
,,,,,,847,0.13816119998227805,success,GNN
,,,,,,733,0.13532760000089183,success,GNN
,,,,,,871,0.131225799996173,success,GNN
,,,,,,868,0.13488129997858778,success,GNN
,,,,,,795,0.1293199999781791,success,GNN
,,,,,,979,0.12925779999932274,success,GNN
,,,,,,683,0.12381660001119599,success,GNN
,,,,,,649,0.13768280000658706,success,GNN
,,,,,,879,0.1322230999940075,success,GNN
,,,,,,1003,0.12349730002461001,success,GNN
,,,,,,798,0.13390300000901334,success,GNN
,,,,,,684,0.13340409999364056,success,GNN
,,,,,,870,0.13336199999321252,success,GNN
,,,,,,581,0.12519950000569224,success,GNN
,,,,,,932,0.128703799971845,success,GNN
,,,,,,619,0.13710560000617988,success,GNN
,,,,,,570,0.11929080000845715,success,GNN
,,,,,,697,0.12419679999584332,success,GNN
,,,,,,615,0.14670410001417622,success,GNN
,,,,,,703,0.14969630000996403,success,GNN
,,,,,,716,0.12704279998433776,success,GNN
,,,,,,637,0.13163590000476688,success,GNN
,,,,,,733,0.1389093000034336,success,GNN
,,,,,,678,0.1382793000084348,success,GNN
,,,,,,695,0.11848850001115352,success,GNN
,,,,,,703,0.12614330000360496,success,GNN
,,,,,,861,0.13704459997825325,success,GNN
,,,,,,569,0.1635793999885209,success,GNN
,,,,,,759,0.16637469999841414,success,GNN
,,,,,,664,0.15111639999668114,success,GNN
,,,,,,654,0.13913540000794455,success,GNN
,,,,,,785,0.14376659999834374,success,GNN
,,,,,,883,0.1287482000188902,success,GNN
,,,,,,659,0.1475771999976132,success,GNN
,,,,,,592,0.14159780001500621,success,GNN
,,,,,,607,0.13043560000369325,success,GNN
,,,,,,714,0.12654050000128336,success,GNN
,,,,,,757,0.13372030001482926,success,GNN
,,,,,,671,0.12983809999423102,success,GNN
,,,,,,702,0.12780129999737255,success,GNN
,,,,,,728,0.13600009999936447,success,GNN
,,,,,,735,0.12798940000357106,success,GNN
,,,,,,823,0.12752670000190847,success,GNN
,,,,,,635,0.12053730001207441,success,GNN
,,,,,,765,0.1341989999928046,success,GNN
,,,,,,768,0.1307641000021249,success,GNN
,,,,,,1451,0.2064589000074193,success,GNN
,,,,,,1304,0.20120719997794367,success,GNN
,,,,,,1504,0.1972432999755256,success,GNN
,,,,,,1328,0.1978598999849055,success,GNN
,,,,,,1313,0.19412490000831895,success,GNN
,,,,,,1488,0.19329979998292401,success,GNN
,,,,,,1576,0.1983165999990888,success,GNN
,,,,,,1378,0.20212370000081137,success,GNN
,,,,,,1607,0.19337650001398288,success,GNN
,,,,,,1308,0.20290350000141189,success,GNN
,,,,,,1651,0.2202324999962002,success,GNN
,,,,,,2009,0.20192190000670962,success,GNN
,,,,,,1262,0.19160779999219812,success,GNN
,,,,,,1567,0.19219949998660013,success,GNN
,,,,,,1433,0.19362410000758246,success,GNN
,,,,,,1533,0.192143100022804,success,GNN
,,,,,,1664,0.21184400000493042,success,GNN
,,,,,,1538,0.19726980000268668,success,GNN
,,,,,,1473,0.1911240000044927,success,GNN
,,,,,,1286,0.20915310000418685,success,GNN
,,,,,,1542,0.1953401000064332,success,GNN
,,,,,,1512,0.19489479999174364,success,GNN
,,,,,,1571,0.20190569999977015,success,GNN
,,,,,,1563,0.20145550000597723,success,GNN
,,,,,,1278,0.19426879999809898,success,GNN
,,,,,,1208,0.20045740000205114,success,GNN
,,,,,,1529,0.2063544999982696,success,GNN
,,,,,,1237,0.1962751999963075,success,GNN
,,,,,,1540,0.19845160000841133,success,GNN
,,,,,,1672,0.20032949998858385,success,GNN
,,,,,,1303,0.1912307000020519,success,GNN
,,,,,,1225,0.20185360001050867,success,GNN
,,,,,,1036,0.19513539999024943,success,GNN
,,,,,,988,0.1982447000045795,success,GNN
,,,,,,1065,0.21091799999703653,success,GNN
,,,,,,1255,0.19315289999940433,success,GNN
,,,,,,1338,0.19597519998205826,success,GNN
,,,,,,1045,0.19358270001248457,success,GNN
,,,,,,1321,0.2029945999966003,success,GNN
,,,,,,1277,0.21151490000193007,success,GNN
,,,,,,1294,0.19685110001591966,success,GNN
,,,,,,1084,0.208016199991107,success,GNN
,,,,,,1234,0.19188490000669844,success,GNN
,,,,,,1218,0.1906783999875188,success,GNN
,,,,,,1096,0.20403289998648688,success,GNN
,,,,,,1286,0.19516920001478866,success,GNN
,,,,,,1018,0.5113796000077855,success,GNN
,,,,,,1111,0.2918651000072714,success,GNN
,,,,,,974,0.22452800002065487,success,GNN
,,,,,,1133,0.21669840000686236,success,GNN
,,,,,,1123,0.2591433000052348,success,GNN
,,,,,,1341,0.21247130000847392,success,GNN
,,,,,,1026,0.1978811000008136,success,GNN
,,,,,,1253,0.1888600999955088,success,GNN
,,,,,,1353,0.220861200010404,success,GNN
,,,,,,1170,0.19324569997843355,success,GNN
,,,,,,960,0.2086360999965109,success,GNN
,,,,,,1133,0.20368279999820516,success,GNN
,,,,,,1082,0.18919169998844154,success,GNN
,,,,,,1407,0.2048334999999497,success,GNN
,,,,,,911,0.2963573000160977,success,GNN
,,,,,,895,0.2618807000108063,success,GNN
,,,,,,899,0.24705740000354126,success,GNN
,,,,,,909,0.25512719998368993,success,GNN
,,,,,,1036,0.23873989999992773,success,GNN
,,,,,,972,0.23612149999826215,success,GNN
,,,,,,1176,0.22611769998911768,success,GNN
,,,,,,991,0.22811640001600608,success,GNN
,,,,,,913,0.25139609997859225,success,GNN
,,,,,,994,0.2312812999880407,success,GNN
,,,,,,1094,0.19855650002136827,success,GNN
,,,,,,1247,0.202331000007689,success,GNN
,,,,,,915,0.19700899999588728,success,GNN
,,,,,,1129,0.20703960000537336,success,GNN
,,,,,,1090,0.23849270000937395,success,GNN
,,,,,,1012,0.20416039999690838,success,GNN
,,,,,,1100,0.20905440000933595,success,GNN
,,,,,,964,0.1987723000056576,success,GNN
,,,,,,1058,0.20072789999539964,success,GNN
,,,,,,964,0.19986950000748038,success,GNN
,,,,,,828,0.20165339999948628,success,GNN
,,,,,,951,0.19752580000204034,success,GNN
,,,,,,949,0.23928039998281747,success,GNN
,,,,,,966,0.2423045000177808,success,GNN
,,,,,,1021,0.20677789999172091,success,GNN
,,,,,,945,0.20105140001396649,success,GNN
,,,,,,1097,0.19684389999019913,success,GNN
,,,,,,1186,0.20861679999507032,success,GNN
,,,,,,961,0.213183099986054,success,GNN
,,,,,,1128,0.20931770000606775,success,GNN
,,,,,,1673,0.3119369000196457,success,GNN
,,,,,,1833,0.2727475999854505,success,GNN
,,,,,,1989,0.2902481000055559,success,GNN
,,,,,,1567,0.32245430001057684,success,GNN
,,,,,,1821,0.2793369999853894,success,GNN
,,,,,,1753,0.2942536000045948,success,GNN
,,,,,,1895,0.284866800007876,success,GNN
,,,,,,2343,0.2794906999915838,success,GNN
,,,,,,2047,0.2713876999914646,success,GNN
,,,,,,2174,0.31958370000938885,success,GNN
,,,,,,1798,0.2601247999991756,success,GNN
,,,,,,2181,0.2796183000027668,success,GNN
,,,,,,2098,0.27631829999154434,success,GNN
,,,,,,1803,0.29032709999592043,success,GNN
,,,,,,2271,0.28006990000722,success,GNN
,,,,,,1861,0.2754881999862846,success,GNN
,,,,,,2394,0.2969143999798689,success,GNN
,,,,,,1933,0.2683911999920383,success,GNN
,,,,,,2131,0.27705319999950007,success,GNN
,,,,,,1707,0.3054032000072766,success,GNN
,,,,,,2240,0.3278528999944683,success,GNN
,,,,,,2316,0.27163109998218715,success,GNN
,,,,,,1914,0.2654552000167314,success,GNN
,,,,,,1736,0.27378620000672527,success,GNN
,,,,,,1883,0.27783969999291,success,GNN
,,,,,,2087,0.26352890001726337,success,GNN
,,,,,,1942,0.27527220000047237,success,GNN
,,,,,,2030,0.2708824999863282,success,GNN
,,,,,,2077,0.270200200000545,success,GNN
,,,,,,1675,0.2585343000246212,success,GNN
,,,,,,1240,0.26868569999351166,success,GNN
,,,,,,1543,0.27848390000872314,success,GNN
,,,,,,1605,0.26980270000058226,success,GNN
,,,,,,1454,0.2814183000009507,success,GNN
,,,,,,1875,0.2853215000068303,success,GNN
,,,,,,1217,0.26940400002058595,success,GNN
,,,,,,1531,0.280350199987879,success,GNN
,,,,,,1593,0.2730697000224609,success,GNN
,,,,,,1414,0.32196609998936765,success,GNN
,,,,,,1526,0.28505829998175614,success,GNN
,,,,,,1459,0.2789929000136908,success,GNN
,,,,,,1379,0.2747396999911871,success,GNN
,,,,,,1608,0.27373570000054315,success,GNN
,,,,,,1677,0.28266029999940656,success,GNN
,,,,,,1842,0.265577200014377,success,GNN
,,,,,,1337,0.28574660001322627,success,GNN
,,,,,,1456,0.27189519998501055,success,GNN
,,,,,,1309,0.26674479999928735,success,GNN
,,,,,,1642,0.2690363999863621,success,GNN
,,,,,,1672,0.27515140001196414,success,GNN
,,,,,,1530,0.27345140001852997,success,GNN
,,,,,,1732,0.27585579999140464,success,GNN
,,,,,,1499,0.29539400001522154,success,GNN
,,,,,,1504,0.2945045999949798,success,GNN
,,,,,,1514,0.2797110000101384,success,GNN
,,,,,,2014,0.27271260000998154,success,GNN
,,,,,,1507,0.30716280001797713,success,GNN
,,,,,,1365,0.26902539998991415,success,GNN
,,,,,,1568,0.28008160000899807,success,GNN
,,,,,,1493,0.27866399998310953,success,GNN
,,,,,,1271,0.27233169999090023,success,GNN
,,,,,,1417,0.2718110000132583,success,GNN
,,,,,,1379,0.28095429998938926,success,GNN
,,,,,,1515,0.29601150000235066,success,GNN
,,,,,,1253,0.2781080999993719,success,GNN
,,,,,,1346,0.2750143999874126,success,GNN
,,,,,,1358,0.2811942000116687,success,GNN
,,,,,,1333,0.27115789998788387,success,GNN
,,,,,,1196,0.2848387000267394,success,GNN
,,,,,,1335,0.31602130000828765,success,GNN
,,,,,,1348,0.2794935000129044,success,GNN
,,,,,,1573,0.2746904999949038,success,GNN
,,,,,,1465,0.3293868000037037,success,GNN
,,,,,,1226,0.2798842999909539,success,GNN
,,,,,,1252,0.25988980001420714,success,GNN
,,,,,,1529,0.3280449000012595,success,GNN
,,,,,,1593,0.3485863999812864,success,GNN
,,,,,,1588,0.7568190000019968,success,GNN
,,,,,,1270,0.29627609997987747,success,GNN
,,,,,,1460,0.27220799998031,success,GNN
,,,,,,1355,0.2867059000127483,success,GNN
,,,,,,1297,0.2829454999882728,success,GNN
,,,,,,1320,0.30968080001184717,success,GNN
,,,,,,1281,0.2804335999826435,success,GNN
,,,,,,1272,0.27574550002464093,success,GNN
,,,,,,1183,0.29466849999153055,success,GNN
,,,,,,1348,0.2737460999924224,success,GNN
,,,,,,1456,0.2673363999929279,success,GNN
,,,,,,1258,0.30132339999545366,success,GNN
,,,,,,1383,0.2742679000075441,success,GNN
,,,,,,2247,0.35300000000279397,success,GNN
,,,,,,2437,0.3674995999899693,success,GNN
,,,,,,2473,0.33724250001250766,success,GNN
,,,,,,2519,0.3607890000275802,success,GNN
,,,,,,2500,0.3376220999925863,success,GNN
,,,,,,2734,0.3575898000271991,success,GNN
,,,,,,2156,0.3382378999958746,success,GNN
,,,,,,2141,0.3533657999942079,success,GNN
,,,,,,2680,0.33736750000389293,success,GNN
,,,,,,2652,0.35531189999892376,success,GNN
,,,,,,2105,0.3538057999976445,success,GNN
,,,,,,2297,0.34385659999679774,success,GNN
,,,,,,2414,0.34589779999805614,success,GNN
,,,,,,2408,0.4110144999867771,success,GNN
,,,,,,2308,0.4570722999924328,success,GNN
,,,,,,2307,0.3646147999970708,success,GNN
,,,,,,2241,0.3547429000027478,success,GNN
,,,,,,2228,0.36377579998224974,success,GNN
,,,,,,2585,0.35683519998565316,success,GNN
,,,,,,2470,0.3676264999958221,success,GNN
,,,,,,2423,0.3630731000157539,success,GNN
,,,,,,2894,0.35759080000570975,success,GNN
,,,,,,2369,0.34679909999249503,success,GNN
,,,,,,2887,0.35252980000223033,success,GNN
,,,,,,2385,0.3612522000039462,success,GNN
,,,,,,2388,0.34791119999135844,success,GNN
,,,,,,2516,0.33070330001646653,success,GNN
,,,,,,2146,0.336197099997662,success,GNN
,,,,,,2504,0.35355790000176057,success,GNN
,,,,,,2380,0.3492256999888923,success,GNN
,,,,,,2162,0.35806110000703484,success,GNN
,,,,,,2178,0.37193170000682585,success,GNN
,,,,,,2057,0.353000900009647,success,GNN
,,,,,,2061,0.34605250001186505,success,GNN
,,,,,,1893,0.35461889998987317,success,GNN
,,,,,,2185,0.34746930000255816,success,GNN
,,,,,,1890,0.38182969999616034,success,GNN
,,,,,,1961,0.39370479999342933,success,GNN
,,,,,,1778,0.3627944999898318,success,GNN
,,,,,,1878,0.36946099999477156,success,GNN
,,,,,,2024,0.33909359999233857,success,GNN
,,,,,,1948,0.3617528999748174,success,GNN
,,,,,,1990,0.34752660000231117,success,GNN
,,,,,,1725,0.3839589999988675,success,GNN
,,,,,,2030,0.3491437000047881,success,GNN
,,,,,,2028,0.33672230000956915,success,GNN
,,,,,,1946,0.345416700001806,success,GNN
,,,,,,2083,0.3372664999915287,success,GNN
,,,,,,1946,0.3465796000091359,success,GNN
,,,,,,1958,0.34962119997362606,success,GNN
,,,,,,2223,0.5421718000143301,success,GNN
,,,,,,1919,0.3978986000001896,success,GNN
,,,,,,2358,0.377484500000719,success,GNN
,,,,,,2099,0.34796559999813326,success,GNN
,,,,,,1916,0.3518741999869235,success,GNN
,,,,,,1777,0.3590095000108704,success,GNN
,,,,,,1762,0.34774920000927523,success,GNN
,,,,,,1978,0.34696269998676144,success,GNN
,,,,,,1921,0.3516675000137184,success,GNN
,,,,,,1771,0.34969319999800064,success,GNN
,,,,,,1613,0.34506039999541827,success,GNN
,,,,,,1631,0.37066680000862107,success,GNN
,,,,,,1786,0.3416935999994166,success,GNN
,,,,,,1581,0.35639839997747913,success,GNN
,,,,,,1547,0.33631750001222827,success,GNN
,,,,,,1610,0.3545430999947712,success,GNN
,,,,,,1539,0.35458029998699203,success,GNN
,,,,,,1619,0.34094410002580844,success,GNN
,,,,,,1739,0.347056500002509,success,GNN
,,,,,,1527,0.38541749998694286,success,GNN
,,,,,,1444,0.34333560001687147,success,GNN
,,,,,,1777,0.3624287999991793,success,GNN
,,,,,,1724,0.3507499999832362,success,GNN
,,,,,,1794,0.39075940000475384,success,GNN
,,,,,,1670,0.3543124000134412,success,GNN
,,,,,,1492,0.34528700000373647,success,GNN
,,,,,,1807,0.33801669999957085,success,GNN
,,,,,,1593,0.3956633000052534,success,GNN
,,,,,,1749,0.34964460000628605,success,GNN
,,,,,,1704,0.34998289999202825,success,GNN
,,,,,,1648,0.3622384000045713,success,GNN
,,,,,,1652,0.3459664999973029,success,GNN
,,,,,,1538,0.3459285999997519,success,GNN
,,,,,,1952,0.3431050000071991,success,GNN
,,,,,,1761,0.36218039999948815,success,GNN
,,,,,,1487,0.33676000000559725,success,GNN
,,,,,,1567,0.34332509999512695,success,GNN
,,,,,,1670,0.403072399989469,success,GNN
,,,,,,1505,0.3510827000136487,success,GNN
,,,,,,1748,0.3402126999862958,success,GNN
,,,,,,943,0.13728689998970367,success,GNN
,,,,,,757,0.13889520001248457,success,GNN
,,,,,,731,0.12509069999214262,success,GNN
,,,,,,926,0.14452950001577847,success,GNN
,,,,,,863,0.1380547000153456,success,GNN
,,,,,,1022,0.131949300004635,success,GNN
,,,,,,629,0.13298319999012165,success,GNN
,,,,,,705,0.14037670000107028,success,GNN
,,,,,,783,0.13916120000067167,success,GNN
,,,,,,824,0.1365057000075467,success,GNN
,,,,,,848,0.1389840999909211,success,GNN
,,,,,,643,0.14614460000302643,success,GNN
,,,,,,833,0.14170030000968836,success,GNN
,,,,,,818,0.13262829999439418,success,GNN
,,,,,,943,0.13924860002589412,success,GNN
,,,,,,898,0.13761959999101236,success,GNN
,,,,,,975,0.13118039999972098,success,GNN
,,,,,,728,0.13905190001241863,success,GNN
,,,,,,706,0.13430040000821464,success,GNN
,,,,,,842,0.13709210001979955,success,GNN
,,,,,,830,0.14173689999734052,success,GNN
,,,,,,714,0.17336610000347719,success,GNN
,,,,,,671,0.1590219999779947,success,GNN
,,,,,,763,0.16004940000129864,success,GNN
,,,,,,712,0.1423341000045184,success,GNN
,,,,,,886,0.13506689999485388,success,GNN
,,,,,,603,0.13294469998800196,success,GNN
,,,,,,787,0.1414154999947641,success,GNN
,,,,,,718,0.138746100012213,success,GNN
,,,,,,1005,0.14526140000089072,success,GNN
,,,,,,526,0.13935790001414716,success,GNN
,,,,,,592,0.14442570001119748,success,GNN
,,,,,,556,0.1396989999921061,success,GNN
,,,,,,608,0.12795789999654517,success,GNN
,,,,,,589,0.13515800001914613,success,GNN
,,,,,,597,0.15042589997756295,success,GNN
,,,,,,554,0.13418969998019747,success,GNN
,,,,,,627,0.12746609997702762,success,GNN
,,,,,,683,0.1334010999999009,success,GNN
,,,,,,800,0.14520990001619793,success,GNN
,,,,,,613,0.14116139998077415,success,GNN
,,,,,,755,0.14216420002048835,success,GNN
,,,,,,540,0.14525820000562817,success,GNN
,,,,,,750,0.13714050000999123,success,GNN
,,,,,,556,0.15234289999352768,success,GNN
,,,,,,466,0.14300999999977648,success,GNN
,,,,,,642,0.1444953999889549,success,GNN
,,,,,,481,0.13353240001015365,success,GNN
,,,,,,700,0.1307327999966219,success,GNN
,,,,,,567,0.1431991999852471,success,GNN
,,,,,,654,0.1376200999948196,success,GNN
,,,,,,473,0.15955700000631623,success,GNN
,,,,,,566,0.13285190000897273,success,GNN
,,,,,,536,0.1409150999970734,success,GNN
,,,,,,717,0.1316960999974981,success,GNN
,,,,,,643,0.12209159997291863,success,GNN
,,,,,,504,0.14610080001875758,success,GNN
,,,,,,744,0.12759210000513121,success,GNN
,,,,,,859,0.13449660001788288,success,GNN
,,,,,,636,0.129185800004052,success,GNN
,,,,,,381,0.14209939999273047,success,GNN
,,,,,,528,0.1455728999862913,success,GNN
,,,,,,534,0.135379000013927,success,GNN
,,,,,,425,0.12151679999078624,success,GNN
,,,,,,391,0.15025770000647753,success,GNN
,,,,,,514,0.145575500006089,success,GNN
,,,,,,604,0.1338705999951344,success,GNN
,,,,,,498,0.14585950001492165,success,GNN
,,,,,,539,0.13543389999540523,success,GNN
,,,,,,448,0.13696169998729602,success,GNN
,,,,,,380,0.13358610001159832,success,GNN
,,,,,,386,0.1328714000119362,success,GNN
,,,,,,477,0.13584809997701086,success,GNN
,,,,,,484,0.1377754000131972,success,GNN
,,,,,,492,0.13620979999541305,success,GNN
,,,,,,393,0.13751339999726042,success,GNN
,,,,,,494,0.134684799995739,success,GNN
,,,,,,326,0.13626400000066496,success,GNN
,,,,,,550,0.1404837000009138,success,GNN
,,,,,,364,0.1375557999999728,success,GNN
,,,,,,438,0.12587930000154302,success,GNN
,,,,,,390,0.14872090000426397,success,GNN
,,,,,,437,0.14352479999070056,success,GNN
,,,,,,395,0.13592760000028647,success,GNN
,,,,,,426,0.13523580000037327,success,GNN
,,,,,,475,0.13358140000491403,success,GNN
,,,,,,413,0.13635819999035448,success,GNN
,,,,,,407,0.1634941000083927,success,GNN
,,,,,,486,0.1667001000023447,success,GNN
,,,,,,414,0.14798270000028424,success,GNN
,,,,,,1719,0.2742611999856308,success,GNN
,,,,,,1287,0.2861738000065088,success,GNN
,,,,,,1484,0.29122659997665323,success,GNN
,,,,,,1607,0.28474530001403764,success,GNN
,,,,,,1686,0.28883619999396615,success,GNN
,,,,,,1486,0.2824491999926977,success,GNN
,,,,,,1625,0.28127540001878515,success,GNN
,,,,,,1629,0.2746354999835603,success,GNN
,,,,,,1583,0.2765487999713514,success,GNN
,,,,,,1816,0.27852839999832213,success,GNN
,,,,,,1441,0.2868081000051461,success,GNN
,,,,,,1871,0.2700759999861475,success,GNN
,,,,,,1551,0.27868680001120083,success,GNN
,,,,,,1449,0.32519080000929534,success,GNN
,,,,,,1822,0.2820324999920558,success,GNN
,,,,,,1653,0.27716810000129044,success,GNN
,,,,,,1392,0.28175379999447614,success,GNN
,,,,,,1825,0.30232290001004003,success,GNN
,,,,,,1469,0.28006509999977425,success,GNN
,,,,,,2138,0.2834793000074569,success,GNN
,,,,,,1572,0.2757696000044234,success,GNN
,,,,,,1601,0.2799868999863975,success,GNN
,,,,,,1594,0.2790638000005856,success,GNN
,,,,,,2029,0.31089259998407215,success,GNN
,,,,,,1593,0.30488350000814535,success,GNN
,,,,,,1599,0.2685345000063535,success,GNN
,,,,,,1399,0.30497769999783486,success,GNN
,,,,,,1411,0.2909508000011556,success,GNN
,,,,,,1657,0.27336349998950027,success,GNN
,,,,,,2059,0.2889863000018522,success,GNN
,,,,,,1259,0.29300509998574853,success,GNN
,,,,,,1033,0.3114103999978397,success,GNN
,,,,,,1318,0.2924459000059869,success,GNN
,,,,,,1166,0.2918569000030402,success,GNN
,,,,,,934,0.2804331000079401,success,GNN
,,,,,,1068,0.27333440000074916,success,GNN
,,,,,,1106,0.2958725999924354,success,GNN
,,,,,,1291,0.27060679998248816,success,GNN
,,,,,,1057,0.2788738000090234,success,GNN
,,,,,,938,0.2715221999969799,success,GNN
,,,,,,1004,0.2743929999996908,success,GNN
,,,,,,970,0.2827742999943439,success,GNN
,,,,,,992,0.27865019999444485,success,GNN
,,,,,,1126,0.26751239999430254,success,GNN
,,,,,,1068,0.2689266000234056,success,GNN
,,,,,,1148,0.29084569998667575,success,GNN
,,,,,,1261,0.2797022000013385,success,GNN
,,,,,,1138,0.27336819999618456,success,GNN
,,,,,,1499,0.2792670999770053,success,GNN
,,,,,,1117,0.2947524000192061,success,GNN
,,,,,,1426,0.29629870000644587,success,GNN
,,,,,,1331,0.2757932999811601,success,GNN
