num_jobs,ops_per_job,num_machines,instance_id,total_operations,instance_name,makespan_random,time_random,status_random,makespan_schedulenet_spt,time_schedulenet_spt,status_schedulenet_spt,makespan_mwr,time_mwr,status_mwr,makespan_spt,time_spt,status_spt
5,5,10,11,25,J5_O5_M10_I11,376,0.01955670000461396,success,486,0.032037700002547354,success,365,0.001336100001935847,success,424,0.0010899000044446439,success
5,5,10,12,25,J5_O5_M10_I12,323,0.018391699995845556,success,368,0.02794240000366699,success,319,0.001301299998885952,success,373,0.0015853000077186152,success
5,5,10,13,25,J5_O5_M10_I13,484,0.022259899997152388,success,433,0.026266299988492392,success,356,0.0013709000049857423,success,356,0.0011993999942205846,success
5,5,10,14,25,J5_O5_M10_I14,439,0.018973900005221367,success,420,0.03082540001196321,success,388,0.0013118000060785562,success,388,0.0010531000007176772,success
5,5,10,15,25,J5_O5_M10_I15,483,0.019791800004895777,success,507,0.031935999999404885,success,404,0.00159420000272803,success,404,0.0011044999992009252,success
5,5,10,16,25,J5_O5_M10_I16,457,0.020942599992849864,success,608,0.025821000002906658,success,424,0.0012734000047203153,success,457,0.0010623999987728894,success
5,5,10,17,25,J5_O5_M10_I17,345,0.024112900006002747,success,345,0.023267500000656582,success,345,0.0011442999966675416,success,365,0.0009015000105137005,success
5,5,10,18,25,J5_O5_M10_I18,385,0.01869569999689702,success,377,0.030384900004719384,success,377,0.001607099999091588,success,377,0.0012509000080171973,success
5,5,10,19,25,J5_O5_M10_I19,433,0.019909499998902902,success,487,0.026482500004931353,success,398,0.0014455999917117879,success,440,0.0011693999986164272,success
5,5,10,20,25,J5_O5_M10_I20,374,0.01839129999279976,success,437,0.02517900000384543,success,309,0.001403499991283752,success,335,0.0011522000131662935,success
5,5,10,21,25,J5_O5_M10_I21,600,0.020555399998556823,success,550,0.031083000008948147,success,563,0.0015703000099165365,success,550,0.0013146000128472224,success
5,5,10,22,25,J5_O5_M10_I22,503,0.022071600003982894,success,517,0.026039999997010455,success,418,0.0013060999917797744,success,418,0.0010660999978426844,success
5,5,10,23,25,J5_O5_M10_I23,396,0.017956199997570366,success,609,0.03195480001159012,success,450,0.0012898999993922189,success,379,0.0031396999984281138,success
5,5,10,24,25,J5_O5_M10_I24,470,0.022043699995265342,success,478,0.02714689999993425,success,423,0.001392900012433529,success,363,0.0012027000047964975,success
5,5,10,25,25,J5_O5_M10_I25,405,0.02031340000394266,success,424,0.027360899999621324,success,405,0.0014553000073647127,success,405,0.001162899992777966,success
5,5,10,26,25,J5_O5_M10_I26,482,0.020269300002837554,success,519,0.03073210000002291,success,438,0.0020216999982949346,success,438,0.0012627999967662618,success
5,5,10,27,25,J5_O5_M10_I27,561,0.021952900002361275,success,505,0.02764880000904668,success,464,0.0013768999924650416,success,438,0.001336699991952628,success
5,5,10,28,25,J5_O5_M10_I28,390,0.01895640000293497,success,423,0.026847600005567074,success,404,0.0010998999932780862,success,409,0.0009499999869149178,success
5,5,10,29,25,J5_O5_M10_I29,461,0.018479099991964176,success,433,0.02452790000825189,success,326,0.0012607999960891902,success,326,0.0010081999935209751,success
5,5,20,0,25,J5_O5_M20_I0,402,0.018064099989715032,success,520,0.03032990000792779,success,402,0.0013780000008409843,success,402,0.0011999000125797465,success
5,5,20,1,25,J5_O5_M20_I1,378,0.017191300008562393,success,370,0.02743269999336917,success,370,0.0014528999890899286,success,370,0.0013736999972024933,success
5,5,20,2,25,J5_O5_M20_I2,405,0.018132500001229346,success,437,0.02721420000307262,success,496,0.0014522999990731478,success,496,0.0011789999989559874,success
5,5,20,3,25,J5_O5_M20_I3,289,0.02001409999502357,success,289,0.028214599995408207,success,269,0.0014616999978898093,success,289,0.0016776999982539564,success
5,5,20,4,25,J5_O5_M20_I4,407,0.026349799998570234,success,451,0.04558120000001509,success,405,0.001154599987785332,success,409,0.0009516999998595566,success
5,5,20,5,25,J5_O5_M20_I5,475,0.020607900005416013,success,389,0.031638400003430434,success,343,0.001233000002685003,success,389,0.0010655999940354377,success
5,5,20,6,25,J5_O5_M20_I6,532,0.02030479999666568,success,414,0.03046829999948386,success,414,0.0034199000074295327,success,414,0.0012644000089494511,success
5,5,20,7,25,J5_O5_M20_I7,383,0.1378480999992462,success,383,0.030504199996357784,success,340,0.0013273000076878816,success,340,0.0010631000041030347,success
5,5,20,8,25,J5_O5_M20_I8,451,0.02240630000596866,success,432,0.03160099999513477,success,332,0.0014139999984763563,success,328,0.0011085000005550683,success
5,5,20,9,25,J5_O5_M20_I9,425,0.024363399992580526,success,478,0.026511000003665686,success,374,0.0014136999961920083,success,374,0.0008687000081408769,success
5,5,20,10,25,J5_O5_M20_I10,486,0.02395079999405425,success,511,0.03448180000123102,success,400,0.0014996000099927187,success,424,0.0012063000031048432,success
5,5,20,11,25,J5_O5_M20_I11,365,0.018126199996913783,success,376,0.026200299995252863,success,365,0.001200400001835078,success,365,0.0011818000057246536,success
5,5,20,12,25,J5_O5_M20_I12,487,0.017322999992757104,success,574,0.02647840000281576,success,363,0.0014344999945024028,success,363,0.0010095000034198165,success
5,5,20,13,25,J5_O5_M20_I13,266,0.017164999997476116,success,297,0.025933099997928366,success,264,0.0012610999983735383,success,264,0.001193300005979836,success
5,5,20,14,25,J5_O5_M20_I14,372,0.01735480000206735,success,372,0.04330080001091119,success,372,0.0011686999932862818,success,372,0.0009605999948689714,success
5,5,20,15,25,J5_O5_M20_I15,363,0.019374399998923764,success,516,0.02776179999636952,success,363,0.001294599991524592,success,363,0.0011642000026768073,success
5,5,20,16,25,J5_O5_M20_I16,538,0.02096049999818206,success,534,0.027871300000697374,success,472,0.0014384999958565459,success,472,0.0011918999953195453,success
5,5,20,17,25,J5_O5_M20_I17,370,0.020208300004014745,success,407,0.028807599999709055,success,266,0.0016389999946113676,success,266,0.0013128999999025837,success
5,5,20,18,25,J5_O5_M20_I18,574,0.021942999999737367,success,473,0.030624300008639693,success,320,0.001360700000077486,success,320,0.0011888000008184463,success
5,5,20,19,25,J5_O5_M20_I19,284,0.016869099999894388,success,284,0.03015150000283029,success,284,0.0013835999998264015,success,284,0.0011212999961571768,success
5,5,20,20,25,J5_O5_M20_I20,535,0.02182629999879282,success,452,0.02862779999850318,success,389,0.0017173999949591234,success,435,0.0015978000010363758,success
5,5,20,21,25,J5_O5_M20_I21,346,0.01952289999462664,success,415,0.03235500000300817,success,346,0.001204700005473569,success,376,0.0010395999997854233,success
5,5,20,22,25,J5_O5_M20_I22,570,0.021542799993767403,success,385,0.03270419999898877,success,374,0.0018284999969182536,success,374,0.001519700002972968,success
5,5,20,23,25,J5_O5_M20_I23,374,0.01810839999234304,success,374,0.03625900000042748,success,374,0.0014641000016126782,success,374,0.0012072999961674213,success
5,5,20,24,25,J5_O5_M20_I24,394,0.022889700005180202,success,425,0.02808329999970738,success,425,0.0014661999884992838,success,425,0.0011884999985340983,success
5,5,20,25,25,J5_O5_M20_I25,420,0.019037100006244145,success,509,0.028601900005014613,success,385,0.0014643000031355768,success,420,0.0011503999994602054,success
5,5,20,26,25,J5_O5_M20_I26,465,0.020818100005271845,success,462,0.02788690000306815,success,390,0.001420999993570149,success,390,0.0011875000054715201,success
5,5,20,27,25,J5_O5_M20_I27,443,0.01672050000343006,success,414,0.027721299993572757,success,359,0.001376999993226491,success,363,0.0012741000100504607,success
5,5,20,28,25,J5_O5_M20_I28,321,0.02092520000587683,success,374,0.02878449999843724,success,321,0.001462200001697056,success,321,0.0012292000028537586,success
5,5,20,29,25,J5_O5_M20_I29,462,0.02328049999778159,success,462,0.03438170001027174,success,366,0.0012849000049754977,success,383,0.0013161000097170472,success
5,10,5,0,50,J5_O10_M5_I0,1077,0.14925099999527447,success,1222,0.07216460000199731,success,945,0.003419199987547472,success,935,0.0023061000101733953,success
5,10,5,1,50,J5_O10_M5_I1,845,0.0629557000065688,success,901,0.05411159999493975,success,809,0.002450999993016012,success,803,0.0025594000035198405,success
5,10,5,2,50,J5_O10_M5_I2,896,0.06570889998693019,success,1261,0.059407299995655194,success,821,0.0030203000060282648,success,833,0.0023942999978316948,success
5,10,5,3,50,J5_O10_M5_I3,1022,0.08290110000234563,success,1567,0.057731500011868775,success,997,0.0033184000058099627,success,987,0.002284200003487058,success
5,10,5,4,50,J5_O10_M5_I4,832,0.059332399992854334,success,1356,0.05759850000322331,success,783,0.0027756000054068863,success,737,0.0023760000040056184,success
5,10,5,5,50,J5_O10_M5_I5,1253,0.05326850000710692,success,1280,0.05399339999712538,success,1203,0.0030172999977367,success,1159,0.0023603000008733943,success
5,10,5,6,50,J5_O10_M5_I6,1141,0.05317250000371132,success,1615,0.052692299999762326,success,945,0.0024354000051971525,success,1172,0.0019269000040367246,success
5,10,5,7,50,J5_O10_M5_I7,1265,0.04974640000727959,success,1745,0.05283699999563396,success,845,0.002439600008074194,success,998,0.0018866000027628615,success
5,10,5,8,50,J5_O10_M5_I8,1095,0.052968200005125254,success,1199,0.06000359999598004,success,903,0.0032894000032683834,success,984,0.0024971999955596402,success
5,10,5,9,50,J5_O10_M5_I9,959,0.06076849999953993,success,1276,0.05776920000789687,success,751,0.0028614999901037663,success,855,0.0022951999999349937,success
5,10,5,10,50,J5_O10_M5_I10,1183,0.06871949999185745,success,1295,0.06483760000264738,success,972,0.003001899996888824,success,970,0.002689100001589395,success
5,10,5,11,50,J5_O10_M5_I11,1201,0.06064959999639541,success,1348,0.04606500000227243,success,1005,0.001920299997436814,success,1018,0.0021747999999206513,success
5,10,5,12,50,J5_O10_M5_I12,1283,0.05342019999807235,success,1453,0.06295249999675434,success,997,0.002806300006341189,success,978,0.002024000001256354,success
5,10,5,13,50,J5_O10_M5_I13,813,0.05856690001382958,success,967,0.056605199992191046,success,810,0.0027288999990560114,success,777,0.0021855000086361542,success
5,10,5,14,50,J5_O10_M5_I14,1050,0.07482330000493675,success,1206,0.0742063999932725,success,1019,0.011002300001564436,success,1090,0.002053799995337613,success
5,10,5,15,50,J5_O10_M5_I15,1080,0.08108749998791609,success,1122,0.06078749999869615,success,958,0.0026320999895688146,success,977,0.002076599994325079,success
5,10,5,16,50,J5_O10_M5_I16,1055,0.05654340000182856,success,1247,0.055080999998608604,success,964,0.0027120000013383105,success,971,0.002146400001947768,success
5,10,5,17,50,J5_O10_M5_I17,896,0.054834199996548705,success,1102,0.05818520000320859,success,867,0.0028072999994037673,success,869,0.002318400001968257,success
5,10,5,18,50,J5_O10_M5_I18,932,0.06584920000750571,success,1265,0.07311310000659432,success,879,0.0031848000071477145,success,1159,0.0024296000046888366,success
5,10,5,19,50,J5_O10_M5_I19,1053,0.11150009999983013,success,1193,0.07793080000556074,success,774,0.002767500001937151,success,806,0.0022552000009454787,success
5,10,5,20,50,J5_O10_M5_I20,1141,0.06744510000862647,success,1143,0.05679719999898225,success,900,0.0035308999940752983,success,886,0.002270099997986108,success
5,10,5,21,50,J5_O10_M5_I21,1064,0.054124500005855225,success,1264,0.05360699999437202,success,1014,0.0028869999950984493,success,1189,0.0024738000065553933,success
5,10,5,22,50,J5_O10_M5_I22,1128,0.06359540000266861,success,1295,0.05566269998962525,success,933,0.003232999995816499,success,976,0.002553400001488626,success
5,10,5,23,50,J5_O10_M5_I23,1074,0.05811779999930877,success,1211,0.06487560000095982,success,991,0.0025366999907419086,success,915,0.0020843999955104664,success
5,10,5,24,50,J5_O10_M5_I24,1035,0.06777910000528209,success,1372,0.0978863999916939,success,779,0.0030560000013792887,success,878,0.002330399991478771,success
5,10,5,25,50,J5_O10_M5_I25,902,0.0718271000077948,success,1173,0.08588099999178667,success,925,0.002707499996176921,success,925,0.0025547999975970015,success
5,10,5,26,50,J5_O10_M5_I26,900,0.05488579999655485,success,1233,0.060914499990758486,success,725,0.0027802000113297254,success,741,0.0022726999886799604,success
5,10,5,27,50,J5_O10_M5_I27,1013,0.05942520000098739,success,1223,0.062258300007670186,success,797,0.002734900001087226,success,887,0.002697399992030114,success
5,10,5,28,50,J5_O10_M5_I28,1025,0.06340290000662208,success,1145,0.09561359998770058,success,896,0.0038078000070527196,success,1011,0.0026779000036185607,success
5,10,5,29,50,J5_O10_M5_I29,954,0.0849476000003051,success,1146,0.06925969998701476,success,1031,0.005291800000122748,success,1152,0.0020336999878054485,success
5,10,10,0,50,J5_O10_M10_I0,880,0.051562200009357184,success,1029,0.07124160000239499,success,763,0.0030095000111032277,success,745,0.002330699993763119,success
5,10,10,1,50,J5_O10_M10_I1,945,0.04559349999180995,success,1124,0.06126239999139216,success,694,0.0027341999957570806,success,696,0.0033792000031098723,success
5,10,10,2,50,J5_O10_M10_I2,876,0.05406609999772627,success,1204,0.05847229999199044,success,795,0.002912300013122149,success,775,0.0022261000121943653,success
5,10,10,3,50,J5_O10_M10_I3,875,0.05081679999420885,success,1022,0.08883890000288375,success,738,0.018875399997341447,success,696,0.0023351999989245087,success
5,10,10,4,50,J5_O10_M10_I4,901,0.06055279998690821,success,1407,0.06338849999883678,success,849,0.002886800008127466,success,868,0.0022369999933289364,success
5,10,10,5,50,J5_O10_M10_I5,897,0.07637979999708477,success,1228,0.06181460000516381,success,711,0.0031780999997863546,success,711,0.002537000007578172,success
5,10,10,6,50,J5_O10_M10_I6,866,0.04850879999867175,success,1227,0.058931400009896606,success,806,0.003117900007055141,success,866,0.003034599998500198,success
5,10,10,7,50,J5_O10_M10_I7,723,0.053191999992122874,success,955,0.0698158000013791,success,718,0.003246799999033101,success,683,0.0023234000109368935,success
5,10,10,8,50,J5_O10_M10_I8,966,0.05254849999619182,success,1197,0.07361000000673812,success,831,0.0029538999951910228,success,774,0.0031863000040175393,success
5,10,10,9,50,J5_O10_M10_I9,897,0.04742459999397397,success,909,0.06870059999346267,success,771,0.0030227999959606677,success,796,0.002330399991478771,success
5,10,10,10,50,J5_O10_M10_I10,1013,0.05015340000682045,success,1641,0.05813790000684094,success,815,0.0029152999923098832,success,925,0.0023069000017130747,success
5,10,10,11,50,J5_O10_M10_I11,945,0.04707749999943189,success,1123,0.05693469999823719,success,825,0.0029187000036472455,success,838,0.0023465999984182417,success
5,10,10,12,50,J5_O10_M10_I12,974,0.048622400005115196,success,1081,0.05288409999047872,success,899,0.0029073000041535124,success,846,0.0024087000056169927,success
5,10,10,13,50,J5_O10_M10_I13,1091,0.044263599993428215,success,1177,0.05262580000271555,success,747,0.0028509999974630773,success,748,0.002244899995275773,success
5,10,10,14,50,J5_O10_M10_I14,1032,0.044333500001812354,success,1084,0.053574700010358356,success,806,0.0030390000029001385,success,828,0.002325199995539151,success
5,10,10,15,50,J5_O10_M10_I15,784,0.0446797000040533,success,976,0.05514569999650121,success,785,0.0028851000097347423,success,785,0.0021569000091403723,success
5,10,10,16,50,J5_O10_M10_I16,893,0.04882599999837112,success,990,0.05763779999688268,success,751,0.002718299991101958,success,755,0.0022778999991714954,success
5,10,10,17,50,J5_O10_M10_I17,1149,0.049152400009916164,success,1316,0.05322370000067167,success,860,0.003680000008898787,success,907,0.0021815999934915453,success
5,10,10,18,50,J5_O10_M10_I18,991,0.04337280000618193,success,1099,0.05568429999402724,success,772,0.00334840000141412,success,797,0.005686700009391643,success
5,10,10,19,50,J5_O10_M10_I19,1052,0.04722330000367947,success,1398,0.05730949999997392,success,919,0.003088700002990663,success,979,0.0020797999895876274,success
5,10,10,20,50,J5_O10_M10_I20,720,0.04441840000799857,success,1262,0.05978990001312923,success,675,0.0031604999967385083,success,683,0.00251429999480024,success
5,10,10,21,50,J5_O10_M10_I21,664,0.054110600001877174,success,1127,0.06894040000042878,success,591,0.0030534999968949705,success,591,0.002599300001747906,success
5,10,10,22,50,J5_O10_M10_I22,951,0.04657379999116529,success,1135,0.056788999994751066,success,840,0.0029778000025544316,success,881,0.0021714000031352043,success
5,10,10,23,50,J5_O10_M10_I23,1295,0.054820199991809204,success,1406,0.05695240000204649,success,829,0.003092400002060458,success,881,0.004158700001426041,success
5,10,10,24,50,J5_O10_M10_I24,942,0.06994509999640286,success,899,0.06349729999783449,success,764,0.0029790999979013577,success,780,0.0022932999854674563,success
5,10,10,25,50,J5_O10_M10_I25,796,0.04465830000117421,success,1106,0.06070320001163054,success,672,0.003450400006840937,success,672,0.002358300000196323,success
5,10,10,26,50,J5_O10_M10_I26,1091,0.05153969999810215,success,1239,0.06462540000211447,success,927,0.0027975999983027577,success,1009,0.0024981000024126843,success
5,10,10,27,50,J5_O10_M10_I27,719,0.04714720000629313,success,910,0.0829548000037903,success,598,0.002918900005170144,success,581,0.002353400006541051,success
5,10,10,28,50,J5_O10_M10_I28,888,0.053197600005660206,success,1420,0.06049360000179149,success,794,0.0039810000016586855,success,829,0.002642899999045767,success
5,10,10,29,50,J5_O10_M10_I29,791,0.05182619999686722,success,1044,0.06698950000281911,success,681,0.0031773999944562092,success,619,0.002595199999632314,success
5,10,20,0,50,J5_O10_M20_I0,1036,0.04556050000246614,success,919,0.06164369999896735,success,652,0.002962300000945106,success,652,0.0022643000120297074,success
5,10,20,1,50,J5_O10_M20_I1,899,0.04182060000312049,success,933,0.07928979999269359,success,697,0.003231700000469573,success,697,0.0026055999915115535,success
5,10,20,2,50,J5_O10_M20_I2,772,0.046637399995233864,success,924,0.05928970000240952,success,631,0.002747799997450784,success,631,0.00239280000096187,success
5,10,20,3,50,J5_O10_M20_I3,1005,0.043079700000816956,success,861,0.0675558000075398,success,651,0.002942899998743087,success,651,0.0025907000090228394,success
5,10,20,4,50,J5_O10_M20_I4,801,0.06640660000266507,success,827,0.07142310000199359,success,660,0.0031691000040154904,success,660,0.005072600004496053,success
5,10,20,5,50,J5_O10_M20_I5,975,0.045526699992478825,success,1021,0.06964010000228882,success,666,0.0029177999967942014,success,637,0.002420299992081709,success
5,10,20,6,50,J5_O10_M20_I6,814,0.0787553999980446,success,953,0.07589670000015758,success,696,0.0029955999925732613,success,679,0.0023794000007910654,success
5,10,20,7,50,J5_O10_M20_I7,668,0.04770200001075864,success,725,0.05918530000781175,success,669,0.00321579999581445,success,612,0.0026427999982843176,success
5,10,20,8,50,J5_O10_M20_I8,686,0.05320590001065284,success,1033,0.06963549999636598,success,715,0.002899500002968125,success,715,0.002155900001525879,success
5,10,20,9,50,J5_O10_M20_I9,925,0.04028510001080576,success,1071,0.05867550001130439,success,669,0.003008999992744066,success,703,0.0023542999988421798,success
5,10,20,10,50,J5_O10_M20_I10,921,0.04193900000245776,success,1294,0.06988270000147168,success,716,0.002972499991301447,success,861,0.002280200002132915,success
5,10,20,11,50,J5_O10_M20_I11,731,0.04218319999927189,success,940,0.06082549999700859,success,569,0.0029911000019637868,success,593,0.002405700011877343,success
5,10,20,12,50,J5_O10_M20_I12,793,0.05994510000164155,success,774,0.09403829999791924,success,720,0.004781700001331046,success,720,0.002901600004406646,success
5,10,20,13,50,J5_O10_M20_I13,735,0.052467999994405545,success,1081,0.14140780000889208,success,668,0.0029662000015378,success,665,0.0028454999992391095,success
5,10,20,14,50,J5_O10_M20_I14,671,0.06957649999822024,success,852,0.07011929999862332,success,623,0.0038662000006297603,success,623,0.0021509000071091577,success
5,10,20,15,50,J5_O10_M20_I15,761,0.05325070000253618,success,861,0.09800949999771547,success,725,0.0028277000092202798,success,728,0.0022770999930799007,success
5,10,20,16,50,J5_O10_M20_I16,961,0.0542453999951249,success,1059,0.07019810000201687,success,826,0.0019470999977784231,success,826,0.0015207999967969954,success
5,10,20,17,50,J5_O10_M20_I17,672,0.05019460000039544,success,1091,0.0686442000005627,success,602,0.0027320000081090257,success,631,0.0021772999898530543,success
5,10,20,18,50,J5_O10_M20_I18,764,0.04369540000334382,success,750,0.06855690000520553,success,614,0.005041500000515953,success,614,0.00218309999036137,success
5,10,20,19,50,J5_O10_M20_I19,785,0.04534000001149252,success,990,0.06687990001228172,success,685,0.004634600001736544,success,685,0.0024554999981774017,success
5,10,20,20,50,J5_O10_M20_I20,1003,0.05365650000749156,success,1210,0.07627119999960996,success,806,0.0030740000074729323,success,826,0.0034171000006608665,success
5,10,20,21,50,J5_O10_M20_I21,757,0.06120260000170674,success,923,0.0685525000008056,success,737,0.0028617999923881143,success,737,0.002322100001038052,success
5,10,20,22,50,J5_O10_M20_I22,673,0.040842100002919324,success,1039,0.06598679999297019,success,627,0.0028165999974589795,success,675,0.0022450000105891377,success
5,10,20,23,50,J5_O10_M20_I23,840,0.03961469999921974,success,945,0.07437089999439195,success,702,0.0030014000076334924,success,702,0.0024292000016430393,success
5,10,20,24,50,J5_O10_M20_I24,896,0.10787649999838322,success,1004,0.07622819999232888,success,746,0.00294690000009723,success,728,0.002394099996308796,success
5,10,20,25,50,J5_O10_M20_I25,726,0.040539599998737685,success,934,0.062195500009693205,success,652,0.002809300000080839,success,652,0.0024781999964034185,success
5,10,20,26,50,J5_O10_M20_I26,946,0.047042699996382,success,949,0.07144149999658111,success,823,0.00298250000923872,success,823,0.0024307999992743134,success
5,10,20,27,50,J5_O10_M20_I27,631,0.0447818999964511,success,759,0.06179330000304617,success,635,0.0029503999976441264,success,635,0.002256799998576753,success
5,10,20,28,50,J5_O10_M20_I28,796,0.046208100000512786,success,990,0.06115049999789335,success,746,0.0033313000021735206,success,746,0.00266320000810083,success
